Storm Number,Storm Name,Data Source,Storm Year,Max Wind Speed (kt),Max Radius (km),x,y,Hours from First Observation,,,
123,03B,JTWC,1971,35.0,41.6,88.1,22.7,60,,,
123,03B,JTWC,1971,35.0,41.6,86.8,22.7,66,,,
123,03B,JTWC,1971,35.0,41.6,85.9,22.9,72,,,
123,03B,JTWC,1971,35.0,41.6,85.2,23.2,78,,,
123,03B,JTWC,1971,35.0,41.6,84.9,23.4,84,,,
123,03B,JTWC,1971,35.0,41.6,84.7,23.5,90,,,
123,03B,JTWC,1971,35.0,41.6,84.5,23.8,96,,,
123,03B,JTWC,1971,35.0,41.6,84.4,24.2,102,,,
123,03B,JTWC,1971,35.0,41.6,84.4,24.5,108,,,
123,03B,JTWC,1971,35.0,41.6,84.3,24.7,114,,,
124,11B,JTWC,1971,65.0,41.6,88.5,19.5,0,,,
124,11B,JTWC,1971,65.0,41.6,88.6,19.9,6,,,
124,11B,JTWC,1971,65.0,41.6,88.6,20.3,12,,,
124,11B,JTWC,1971,65.0,41.6,88.6,20.6,18,,,
124,11B,JTWC,1971,65.0,41.6,88.6,21.0,24,,,
124,11B,JTWC,1971,65.0,41.6,88.5,21.2,30,,,
124,11B,JTWC,1971,65.0,41.6,88.4,21.6,36,,,
124,11B,JTWC,1971,65.0,41.6,88.3,22.3,42,,,
124,11B,JTWC,1971,65.0,41.6,88.1,22.9,48,,,
124,11B,JTWC,1971,65.0,41.6,87.8,23.4,54,,,
124,11B,JTWC,1971,65.0,41.6,87.6,23.8,60,,,
124,11B,JTWC,1971,65.0,41.6,87.5,24.1,66,,,
125,14B,JTWC,1971,65.0,41.6,90.5,11.9,0,,,
125,14B,JTWC,1971,65.0,41.6,90.2,12.8,6,,,
125,14B,JTWC,1971,65.0,41.6,90.1,13.7,12,,,
125,14B,JTWC,1971,65.0,41.6,90.1,14.6,18,,,
125,14B,JTWC,1971,65.0,41.6,90.1,15.4,24,,,
125,14B,JTWC,1971,65.0,41.6,90.1,15.8,30,,,
125,14B,JTWC,1971,65.0,41.6,90.1,16.5,36,,,
125,14B,JTWC,1971,65.0,41.6,89.9,17.5,42,,,
125,14B,JTWC,1971,65.0,41.6,89.4,18.3,48,,,
125,14B,JTWC,1971,65.0,41.6,88.3,18.9,54,,,
125,14B,JTWC,1971,65.0,41.6,87.8,19.4,60,,,
125,14B,JTWC,1971,65.0,41.6,87.5,19.5,66,,,
125,14B,JTWC,1971,65.0,41.6,87.1,19.9,72,,,
125,14B,JTWC,1971,65.0,41.6,86.8,20.5,78,,,
125,14B,JTWC,1971,65.0,41.6,86.5,20.9,84,,,
125,14B,JTWC,1971,65.0,41.6,86.6,21.4,90,,,
125,14B,JTWC,1971,65.0,41.6,86.8,21.7,96,,,
125,14B,JTWC,1971,65.0,41.6,87.1,21.8,102,,,
125,14B,JTWC,1971,65.0,41.6,87.5,21.9,108,,,
125,14B,JTWC,1971,65.0,41.6,87.9,22.0,114,,,
126,18B,JTWC,1971,65.0,41.6,92.1,10.9,0,,,
126,18B,JTWC,1971,65.0,41.6,91.4,11.7,6,,,
126,18B,JTWC,1971,65.0,41.6,90.7,12.7,12,,,
126,18B,JTWC,1971,65.0,41.6,90.0,13.8,18,,,
126,18B,JTWC,1971,65.0,41.6,89.3,14.7,24,,,
126,18B,JTWC,1971,65.0,41.6,88.9,15.3,30,,,
126,18B,JTWC,1971,65.0,41.6,88.7,16.4,36,,,
126,18B,JTWC,1971,65.0,41.6,88.7,18.0,42,,,
126,18B,JTWC,1971,65.0,41.6,89.5,19.6,48,,,
126,18B,JTWC,1971,65.0,41.6,90.8,21.4,54,,,
126,18B,JTWC,1971,65.0,41.6,92.2,23.0,60,,,
126,18B,JTWC,1971,65.0,41.6,93.7,24.6,66,,,
127,05B,JTWC,1972,35.0,41.6,91.3,20.8,0,,,
127,05B,JTWC,1972,35.0,41.6,90.9,21.1,6,,,
127,05B,JTWC,1972,35.0,41.6,90.0,21.3,12,,,
127,05B,JTWC,1972,35.0,41.6,88.9,21.3,18,,,
127,05B,JTWC,1972,35.0,41.6,87.9,21.5,24,,,
127,05B,JTWC,1972,35.0,41.6,87.1,21.6,30,,,
127,05B,JTWC,1972,35.0,41.6,86.4,21.8,36,,,
127,05B,JTWC,1972,35.0,41.6,86.3,22.1,42,,,
128,09B,JTWC,1972,80.0,42.5,96.0,15.2,0,,,
128,09B,JTWC,1972,80.0,42.5,94.6,15.2,6,,,
128,09B,JTWC,1972,80.0,42.5,93.8,15.2,12,,,
128,09B,JTWC,1972,80.0,42.5,93.3,15.2,18,,,
128,09B,JTWC,1972,80.0,42.5,92.3,15.2,24,,,
128,09B,JTWC,1972,80.0,42.5,91.1,15.5,30,,,
128,09B,JTWC,1972,80.0,42.5,90.0,15.9,36,,,
128,09B,JTWC,1972,80.0,42.5,88.9,16.4,42,,,
128,09B,JTWC,1972,80.0,42.5,87.9,16.8,48,,,
128,09B,JTWC,1972,80.0,42.5,87.0,17.4,54,,,
128,09B,JTWC,1972,80.0,42.5,86.2,17.8,60,,,
128,09B,JTWC,1972,80.0,42.5,85.6,18.3,66,,,
128,09B,JTWC,1972,80.0,42.5,84.9,18.8,72,,,
128,09B,JTWC,1972,80.0,42.5,84.0,19.3,78,,,
128,09B,JTWC,1972,80.0,42.5,83.3,19.8,84,,,
128,09B,JTWC,1972,80.0,42.5,83.1,20.1,90,,,
128,09B,JTWC,1972,80.0,42.5,82.5,20.8,96,,,
128,09B,JTWC,1972,80.0,42.5,81.7,21.5,102,,,
128,09B,JTWC,1972,80.0,42.5,81.1,22.3,108,,,
128,09B,JTWC,1972,80.0,42.5,80.4,23.1,114,,,
128,09B,JTWC,1972,80.0,42.5,79.9,23.6,120,,,
128,09B,JTWC,1972,80.0,42.5,79.9,23.9,126,,,
128,09B,JTWC,1972,80.0,42.5,79.7,24.3,132,,,
128,09B,JTWC,1972,80.0,42.5,79.4,24.6,138,,,
128,09B,JTWC,1972,80.0,42.5,79.2,25.0,144,,,
128,09B,JTWC,1972,80.0,42.5,79.1,25.4,150,,,
128,09B,JTWC,1972,80.0,42.5,78.9,25.9,156,,,
128,09B,JTWC,1972,80.0,42.5,78.7,26.6,162,,,
128,09B,JTWC,1972,80.0,42.5,78.5,27.2,168,,,
128,09B,JTWC,1972,80.0,42.5,78.5,27.9,174,,,
129,10B,JTWC,1972,70.0,42.5,90.9,17.4,0,,,
129,10B,JTWC,1972,70.0,42.5,90.0,18.0,6,,,
129,10B,JTWC,1972,70.0,42.5,89.3,18.3,12,,,
129,10B,JTWC,1972,70.0,42.5,88.7,18.4,18,,,
129,10B,JTWC,1972,70.0,42.5,88.1,18.6,24,,,
129,10B,JTWC,1972,70.0,42.5,87.4,18.7,30,,,
129,10B,JTWC,1972,70.0,42.5,86.7,18.8,36,,,
129,10B,JTWC,1972,70.0,42.5,85.8,18.9,42,,,
129,10B,JTWC,1972,70.0,42.5,85.0,19.0,48,,,
129,10B,JTWC,1972,70.0,42.5,84.3,19.2,54,,,
129,10B,JTWC,1972,70.0,42.5,84.0,19.6,60,,,
129,10B,JTWC,1972,70.0,42.5,83.7,20.0,66,,,
129,10B,JTWC,1972,70.0,42.5,83.4,20.3,72,,,
129,10B,JTWC,1972,70.0,42.5,83.1,20.6,78,,,
129,10B,JTWC,1972,70.0,42.5,82.8,20.9,84,,,
129,10B,JTWC,1972,70.0,42.5,82.7,21.2,90,,,
129,10B,JTWC,1972,70.0,42.5,82.6,21.7,96,,,
129,10B,JTWC,1972,70.0,42.5,82.5,22.9,102,,,
129,10B,JTWC,1972,70.0,42.5,82.4,23.6,108,,,
129,10B,JTWC,1972,70.0,42.5,82.9,24.0,114,,,
129,10B,JTWC,1972,70.0,42.5,83.5,24.6,120,,,
129,10B,JTWC,1972,70.0,42.5,84.3,25.4,126,,,
130,06B,JTWC,1973,35.0,41.6,88.2,20.9,0,,,
130,06B,JTWC,1973,35.0,41.6,88.1,21.4,6,,,
130,06B,JTWC,1973,35.0,41.6,87.9,21.8,12,,,
130,06B,JTWC,1973,35.0,41.6,87.6,22.1,18,,,
130,06B,JTWC,1973,35.0,41.6,87.2,22.3,24,,,
130,06B,JTWC,1973,35.0,41.6,86.7,22.2,30,,,
130,06B,JTWC,1973,35.0,41.6,85.9,22.1,36,,,
130,06B,JTWC,1973,35.0,41.6,84.5,22.3,42,,,
130,06B,JTWC,1973,35.0,41.6,83.0,22.7,48,,,
130,06B,JTWC,1973,35.0,41.6,81.8,23.4,54,,,
130,06B,JTWC,1973,35.0,41.6,80.7,24.0,60,,,
130,06B,JTWC,1973,35.0,41.6,79.9,24.4,66,,,
130,06B,JTWC,1973,35.0,41.6,79.3,24.7,72,,,
130,06B,JTWC,1973,35.0,41.6,78.8,25.0,78,,,
130,06B,JTWC,1973,35.0,41.6,78.5,25.2,84,,,
131,10B,JTWC,1973,40.0,42.5,90.0,12.0,0,,,
131,10B,JTWC,1973,40.0,42.5,89.8,12.2,6,,,
131,10B,JTWC,1973,40.0,42.5,89.5,12.4,12,,,
131,10B,JTWC,1973,40.0,42.5,89.2,12.6,18,,,
131,10B,JTWC,1973,40.0,42.5,88.9,12.7,24,,,
131,10B,JTWC,1973,40.0,42.5,88.7,12.8,30,,,
131,10B,JTWC,1973,40.0,42.5,88.4,12.9,36,,,
131,10B,JTWC,1973,40.0,42.5,88.2,13.1,42,,,
131,10B,JTWC,1973,40.0,42.5,87.9,13.5,48,,,
131,10B,JTWC,1973,40.0,42.5,87.6,14.0,54,,,
131,10B,JTWC,1973,40.0,42.5,87.4,14.4,60,,,
131,10B,JTWC,1973,40.0,42.5,87.3,14.7,66,,,
131,10B,JTWC,1973,40.0,42.5,87.3,15.0,72,,,
131,10B,JTWC,1973,40.0,42.5,87.2,15.3,78,,,
131,10B,JTWC,1973,40.0,42.5,87.2,15.8,84,,,
131,10B,JTWC,1973,40.0,42.5,87.2,16.4,90,,,
131,10B,JTWC,1973,40.0,42.5,87.2,17.1,96,,,
131,10B,JTWC,1973,40.0,42.5,87.2,17.7,102,,,
131,10B,JTWC,1973,40.0,42.5,87.2,18.3,108,,,
131,10B,JTWC,1973,40.0,42.5,87.2,19.4,114,,,
131,10B,JTWC,1973,40.0,42.5,87.1,20.6,120,,,
131,10B,JTWC,1973,40.0,42.5,86.6,21.6,126,,,
131,10B,JTWC,1973,40.0,42.5,86.0,22.7,132,,,
131,10B,JTWC,1973,40.0,42.5,85.5,24.0,138,,,
131,10B,JTWC,1973,40.0,42.5,85.1,25.4,144,,,
132,12B,JTWC,1973,60.0,42.5,90.8,7.1,0,,,
132,12B,JTWC,1973,60.0,42.5,90.5,7.3,6,,,
132,12B,JTWC,1973,60.0,42.5,90.1,7.7,12,,,
132,12B,JTWC,1973,60.0,42.5,89.7,8.1,18,,,
132,12B,JTWC,1973,60.0,42.5,89.3,8.6,24,,,
132,12B,JTWC,1973,60.0,42.5,88.9,9.0,30,,,
132,12B,JTWC,1973,60.0,42.5,88.5,9.5,36,,,
132,12B,JTWC,1973,60.0,42.5,88.1,10.2,42,,,
132,12B,JTWC,1973,60.0,42.5,87.8,11.0,48,,,
132,12B,JTWC,1973,60.0,42.5,87.5,11.6,54,,,
132,12B,JTWC,1973,60.0,42.5,87.4,12.2,60,,,
132,12B,JTWC,1973,60.0,42.5,87.4,12.8,66,,,
132,12B,JTWC,1973,60.0,42.5,87.4,13.5,72,,,
132,12B,JTWC,1973,60.0,42.5,87.5,14.1,78,,,
132,12B,JTWC,1973,60.0,42.5,87.7,14.7,84,,,
132,12B,JTWC,1973,60.0,42.5,87.9,15.9,90,,,
132,12B,JTWC,1973,60.0,42.5,88.2,17.1,96,,,
132,12B,JTWC,1973,60.0,42.5,88.4,17.6,102,,,
132,12B,JTWC,1973,60.0,42.5,88.3,18.0,108,,,
132,12B,JTWC,1973,60.0,42.5,87.9,18.8,114,,,
132,12B,JTWC,1973,60.0,42.5,87.4,19.6,120,,,
132,12B,JTWC,1973,60.0,42.5,86.9,20.1,126,,,
132,12B,JTWC,1973,60.0,42.5,86.3,20.5,132,,,
133,13B,JTWC,1973,55.0,42.5,89.5,12.5,0,,,
133,13B,JTWC,1973,55.0,42.5,89.2,12.7,6,,,
133,13B,JTWC,1973,55.0,42.5,88.9,12.9,12,,,
133,13B,JTWC,1973,55.0,42.5,88.6,13.2,18,,,
133,13B,JTWC,1973,55.0,42.5,88.3,13.6,24,,,
133,13B,JTWC,1973,55.0,42.5,88.2,14.1,30,,,
133,13B,JTWC,1973,55.0,42.5,88.3,14.8,36,,,
133,13B,JTWC,1973,55.0,42.5,88.3,15.6,42,,,
133,13B,JTWC,1973,55.0,42.5,88.4,16.5,48,,,
133,13B,JTWC,1973,55.0,42.5,88.6,17.8,54,,,
133,13B,JTWC,1973,55.0,42.5,89.0,19.0,60,,,
133,13B,JTWC,1973,55.0,42.5,89.5,20.0,66,,,
133,13B,JTWC,1973,55.0,42.5,90.0,21.0,72,,,
133,13B,JTWC,1973,55.0,42.5,90.6,22.0,78,,,
133,13B,JTWC,1973,55.0,42.5,91.2,23.0,84,,,
134,14B,JTWC,1973,60.0,42.5,88.2,7.4,0,,,
134,14B,JTWC,1973,60.0,42.5,87.6,7.7,6,,,
134,14B,JTWC,1973,60.0,42.5,87.1,8.1,12,,,
134,14B,JTWC,1973,60.0,42.5,86.7,8.4,18,,,
134,14B,JTWC,1973,60.0,42.5,86.4,8.8,24,,,
134,14B,JTWC,1973,60.0,42.5,86.3,9.3,30,,,
134,14B,JTWC,1973,60.0,42.5,86.1,9.8,36,,,
134,14B,JTWC,1973,60.0,42.5,86.0,10.2,42,,,
134,14B,JTWC,1973,60.0,42.5,85.8,10.8,48,,,
134,14B,JTWC,1973,60.0,42.5,85.8,11.7,54,,,
134,14B,JTWC,1973,60.0,42.5,85.8,12.7,60,,,
134,14B,JTWC,1973,60.0,42.5,85.8,13.6,66,,,
134,14B,JTWC,1973,60.0,42.5,85.9,14.6,72,,,
134,14B,JTWC,1973,60.0,42.5,86.1,15.7,78,,,
134,14B,JTWC,1973,60.0,42.5,86.4,17.0,84,,,
134,14B,JTWC,1973,60.0,42.5,87.0,18.4,90,,,
134,14B,JTWC,1973,60.0,42.5,88.0,20.0,96,,,
134,14B,JTWC,1973,60.0,42.5,89.3,21.6,102,,,
134,14B,JTWC,1973,60.0,42.5,90.9,23.3,108,,,
135,03B,BMD,1974,35.0,41.6,85.9,10.8,0,,,
135,03B,BMD,1974,35.0,41.6,84.1,12.1,15,,,
135,03B,BMD,1974,35.0,41.6,83.9,12.9,21,,,
135,03B,BMD,1974,35.0,41.6,85.6,14.0,39,,,
135,03B,BMD,1974,35.0,41.6,86.0,15.1,51,,,
135,03B,BMD,1974,35.0,41.6,87.7,18.0,69,,,
135,03B,BMD,1974,35.0,41.6,89.2,20.1,81,,,
135,03B,BMD,1974,35.0,41.6,89.9,21.1,87,,,
135,03B,BMD,1974,35.0,41.6,90.9,22.7,96,,,
135,03B,BMD,1974,35.0,41.6,94.0,26.0,114,,,
136,06B,JTWC,1974,65.0,41.6,89.3,21.9,0,,,
136,06B,JTWC,1974,65.0,41.6,89.1,21.7,6,,,
136,06B,JTWC,1974,65.0,41.6,89.0,21.6,12,,,
136,06B,JTWC,1974,65.0,41.6,88.9,21.5,18,,,
136,06B,JTWC,1974,65.0,41.6,88.8,21.4,24,,,
136,06B,JTWC,1974,65.0,41.6,88.7,21.3,30,,,
136,06B,JTWC,1974,65.0,41.6,88.4,21.2,36,,,
136,06B,JTWC,1974,65.0,41.6,88.0,21.2,42,,,
136,06B,JTWC,1974,65.0,41.6,87.4,21.4,48,,,
136,06B,JTWC,1974,65.0,41.6,86.8,21.7,54,,,
136,06B,JTWC,1974,65.0,41.6,86.2,22.0,60,,,
136,06B,JTWC,1974,65.0,41.6,85.7,22.3,66,,,
136,06B,JTWC,1974,65.0,41.6,85.2,22.5,72,,,
136,06B,JTWC,1974,65.0,41.6,84.4,22.4,78,,,
136,06B,JTWC,1974,65.0,41.6,83.6,22.1,84,,,
136,06B,JTWC,1974,65.0,41.6,82.9,22.0,90,,,
136,06B,JTWC,1974,65.0,41.6,82.3,22.0,96,,,
136,06B,JTWC,1974,65.0,41.6,81.8,22.1,102,,,
136,06B,JTWC,1974,65.0,41.6,81.3,22.3,108,,,
136,06B,JTWC,1974,65.0,41.6,81.0,22.5,114,,,
136,06B,JTWC,1974,65.0,41.6,80.7,22.8,120,,,
136,06B,JTWC,1974,65.0,41.6,80.1,23.1,126,,,
136,06B,JTWC,1974,65.0,41.6,79.4,23.4,132,,,
136,06B,JTWC,1974,65.0,41.6,78.8,23.6,138,,,
136,06B,JTWC,1974,65.0,41.6,78.3,23.8,144,,,
136,06B,JTWC,1974,65.0,41.6,78.0,24.0,150,,,
136,06B,JTWC,1974,65.0,41.6,77.7,24.3,156,,,
136,06B,JTWC,1974,65.0,41.6,77.4,24.6,162,,,
136,06B,JTWC,1974,65.0,41.6,77.1,24.9,168,,,
137,08B,JTWC,1974,35.0,41.6,92.0,16.0,0,,,
137,08B,JTWC,1974,35.0,41.6,91.3,16.0,6,,,
137,08B,JTWC,1974,35.0,41.6,90.4,16.1,12,,,
137,08B,JTWC,1974,35.0,41.6,89.4,16.4,18,,,
137,08B,JTWC,1974,35.0,41.6,88.4,16.8,24,,,
137,08B,JTWC,1974,35.0,41.6,87.5,17.3,30,,,
137,08B,JTWC,1974,35.0,41.6,86.8,17.8,36,,,
137,08B,JTWC,1974,35.0,41.6,86.6,18.3,42,,,
137,08B,JTWC,1974,35.0,41.6,86.5,18.9,48,,,
137,08B,JTWC,1974,35.0,41.6,85.9,19.5,54,,,
137,08B,JTWC,1974,35.0,41.6,85.3,20.2,60,,,
137,08B,JTWC,1974,35.0,41.6,85.1,20.9,66,,,
137,08B,JTWC,1974,35.0,41.6,85.2,21.6,72,,,
137,08B,JTWC,1974,35.0,41.6,85.5,22.4,78,,,
137,08B,JTWC,1974,35.0,41.6,85.9,23.3,84,,,
137,08B,JTWC,1974,35.0,41.6,86.4,24.1,90,,,
137,08B,JTWC,1974,35.0,41.6,86.9,24.8,96,,,
138,12B,JTWC,1974,75.0,42.5,88.3,10.6,6,,,
138,12B,JTWC,1974,75.0,42.5,88.0,10.6,12,,,
138,12B,JTWC,1974,75.0,42.5,87.5,10.6,18,,,
138,12B,JTWC,1974,75.0,42.5,86.8,10.6,24,,,
138,12B,JTWC,1974,75.0,42.5,85.9,10.8,30,,,
138,12B,JTWC,1974,75.0,42.5,85.0,11.1,36,,,
138,12B,JTWC,1974,75.0,42.5,84.5,11.5,42,,,
138,12B,JTWC,1974,75.0,42.5,84.1,12.1,48,,,
138,12B,JTWC,1974,75.0,42.5,83.9,12.9,54,,,
138,12B,JTWC,1974,75.0,42.5,84.0,13.7,60,,,
138,12B,JTWC,1974,75.0,42.5,84.8,13.9,66,,,
138,12B,JTWC,1974,75.0,42.5,85.6,14.0,72,,,
138,12B,JTWC,1974,75.0,42.5,85.8,14.5,78,,,
138,12B,JTWC,1974,75.0,42.5,86.0,15.1,84,,,
138,12B,JTWC,1974,75.0,42.5,86.3,15.8,90,,,
138,12B,JTWC,1974,75.0,42.5,86.8,16.7,96,,,
138,12B,JTWC,1974,75.0,42.5,87.7,18.0,102,,,
138,12B,JTWC,1974,75.0,42.5,88.6,19.3,108,,,
138,12B,JTWC,1974,75.0,42.5,89.2,20.2,114,,,
138,12B,JTWC,1974,75.0,42.5,89.9,21.1,120,,,
138,12B,JTWC,1974,75.0,42.5,90.5,22.2,126,,,
138,12B,JTWC,1974,75.0,42.5,91.2,23.4,132,,,
139,05B,JTWC,1975,35.0,41.6,87.4,15.7,0,,,
139,05B,JTWC,1975,35.0,41.6,87.5,16.1,6,,,
139,05B,JTWC,1975,35.0,41.6,88.0,16.6,12,,,
139,05B,JTWC,1975,35.0,41.6,89.2,17.1,18,,,
139,05B,JTWC,1975,35.0,41.6,90.3,17.6,24,,,
139,05B,JTWC,1975,35.0,41.6,90.8,17.8,30,,,
139,05B,JTWC,1975,35.0,41.6,91.1,18.0,36,,,
139,05B,JTWC,1975,35.0,41.6,91.2,18.8,42,,,
139,05B,JTWC,1975,35.0,41.6,91.3,19.7,48,,,
139,05B,JTWC,1975,35.0,41.6,91.4,20.1,54,,,
139,05B,JTWC,1975,35.0,41.6,91.5,20.6,60,,,
139,05B,JTWC,1975,35.0,41.6,91.6,21.2,66,,,
139,05B,JTWC,1975,35.0,41.6,91.8,21.9,72,,,
139,05B,JTWC,1975,35.0,41.6,91.9,22.7,78,,,
139,05B,JTWC,1975,35.0,41.6,91.9,23.6,84,,,
140,19B,JTWC,1975,50.0,42.5,89.0,11.4,0,,,
140,19B,JTWC,1975,50.0,42.5,88.1,11.7,6,,,
140,19B,JTWC,1975,50.0,42.5,87.0,12.0,12,,,
140,19B,JTWC,1975,50.0,42.5,85.7,12.4,18,,,
140,19B,JTWC,1975,50.0,42.5,84.4,13.0,24,,,
140,19B,JTWC,1975,50.0,42.5,83.9,14.0,30,,,
140,19B,JTWC,1975,50.0,42.5,84.0,15.0,36,,,
140,19B,JTWC,1975,50.0,42.5,84.4,15.4,42,,,
140,19B,JTWC,1975,50.0,42.5,84.8,15.8,48,,,
140,19B,JTWC,1975,50.0,42.5,85.3,16.1,54,,,
140,19B,JTWC,1975,50.0,42.5,85.7,16.4,60,,,
140,19B,JTWC,1975,50.0,42.5,86.0,16.5,66,,,
140,19B,JTWC,1975,50.0,42.5,86.4,16.7,72,,,
140,19B,JTWC,1975,50.0,42.5,87.2,17.8,78,,,
140,19B,JTWC,1975,50.0,42.5,88.0,19.0,84,,,
140,19B,JTWC,1975,50.0,42.5,88.6,19.5,90,,,
140,19B,JTWC,1975,50.0,42.5,89.2,20.1,96,,,
140,19B,JTWC,1975,50.0,42.5,89.9,20.8,102,,,
140,19B,JTWC,1975,50.0,42.5,90.6,21.5,108,,,
140,19B,JTWC,1975,50.0,42.5,91.3,22.3,114,,,
140,19B,JTWC,1975,50.0,42.5,92.1,23.1,120,,,
141,07B,JTWC,1976,40.0,42.5,92.7,17.2,0,,,
141,07B,JTWC,1976,40.0,42.5,92.1,18.1,6,,,
141,07B,JTWC,1976,40.0,42.5,91.5,18.8,12,,,
141,07B,JTWC,1976,40.0,42.5,91.0,19.3,18,,,
141,07B,JTWC,1976,40.0,42.5,90.6,19.6,24,,,
141,07B,JTWC,1976,40.0,42.5,90.6,19.6,36,,,
141,07B,JTWC,1976,40.0,42.5,90.4,19.7,42,,,
141,07B,JTWC,1976,40.0,42.5,90.2,19.9,48,,,
141,07B,JTWC,1976,40.0,42.5,89.8,20.2,54,,,
141,07B,JTWC,1976,40.0,42.5,89.4,20.6,60,,,
141,07B,JTWC,1976,40.0,42.5,88.9,20.9,66,,,
141,07B,JTWC,1976,40.0,42.5,88.4,21.3,72,,,
141,07B,JTWC,1976,40.0,42.5,87.8,21.8,78,,,
141,07B,JTWC,1976,40.0,42.5,87.0,22.3,84,,,
141,07B,JTWC,1976,40.0,42.5,85.8,22.8,90,,,
141,07B,JTWC,1976,40.0,42.5,84.6,23.2,96,,,
141,07B,JTWC,1976,40.0,42.5,83.4,23.9,102,,,
141,07B,JTWC,1976,40.0,42.5,82.4,24.5,108,,,
141,07B,JTWC,1976,40.0,42.5,82.0,24.7,114,,,
141,07B,JTWC,1976,40.0,42.5,82.1,25.0,120,,,
141,07B,JTWC,1976,40.0,42.5,82.3,25.2,126,,,
141,07B,JTWC,1976,40.0,42.5,82.6,25.5,132,,,
141,07B,JTWC,1976,40.0,42.5,82.9,25.5,138,,,
141,07B,JTWC,1976,40.0,42.5,83.2,25.3,144,,,
141,07B,JTWC,1976,40.0,42.5,83.8,24.9,150,,,
141,07B,JTWC,1976,40.0,42.5,84.4,24.6,156,,,
141,07B,JTWC,1976,40.0,42.5,84.6,24.7,162,,,
141,07B,JTWC,1976,40.0,42.5,84.7,24.8,168,,,
141,07B,JTWC,1976,40.0,42.5,85.1,24.5,174,,,
141,07B,JTWC,1976,40.0,42.5,85.5,24.2,180,,,
141,07B,JTWC,1976,40.0,42.5,85.8,24.0,186,,,
141,07B,JTWC,1976,40.0,42.5,85.9,23.9,192,,,
141,07B,JTWC,1976,40.0,42.5,85.9,23.9,228,,,
141,07B,JTWC,1976,40.0,42.5,86.1,23.8,234,,,
141,07B,JTWC,1976,40.0,42.5,86.3,23.7,240,,,
141,07B,JTWC,1976,40.0,42.5,86.3,23.7,276,,,
141,07B,JTWC,1976,40.0,42.5,86.4,23.7,282,,,
141,07B,JTWC,1976,40.0,42.5,86.7,23.6,288,,,
142,09B,JTWC,1976,35.0,41.6,85.9,9.3,0,,,
142,09B,JTWC,1976,35.0,41.6,84.9,10.7,6,,,
142,09B,JTWC,1976,35.0,41.6,84.0,11.6,12,,,
142,09B,JTWC,1976,35.0,41.6,83.2,12.2,18,,,
142,09B,JTWC,1976,35.0,41.6,82.6,12.5,24,,,
142,09B,JTWC,1976,35.0,41.6,82.0,12.6,30,,,
142,09B,JTWC,1976,35.0,41.6,81.6,12.7,36,,,
142,09B,JTWC,1976,35.0,41.6,81.4,12.8,42,,,
142,09B,JTWC,1976,35.0,41.6,81.2,12.9,48,,,
142,09B,JTWC,1976,35.0,41.6,81.0,13.1,54,,,
142,09B,JTWC,1976,35.0,41.6,80.9,13.5,60,,,
142,09B,JTWC,1976,35.0,41.6,81.0,14.0,66,,,
142,09B,JTWC,1976,35.0,41.6,81.3,14.5,72,,,
142,09B,JTWC,1976,35.0,41.6,81.8,14.8,78,,,
142,09B,JTWC,1976,35.0,41.6,82.5,15.2,84,,,
142,09B,JTWC,1976,35.0,41.6,83.8,15.9,90,,,
142,09B,JTWC,1976,35.0,41.6,85.0,16.6,96,,,
142,09B,JTWC,1976,35.0,41.6,85.7,17.1,102,,,
142,09B,JTWC,1976,35.0,41.6,86.4,17.7,108,,,
142,09B,JTWC,1976,35.0,41.6,87.3,18.6,114,,,
142,09B,JTWC,1976,35.0,41.6,88.2,19.6,120,,,
142,09B,JTWC,1976,35.0,41.6,89.4,20.7,126,,,
142,09B,JTWC,1976,35.0,41.6,90.5,21.6,132,,,
142,09B,JTWC,1976,35.0,41.6,91.4,22.2,138,,,
142,09B,JTWC,1976,35.0,41.6,92.2,22.8,144,,,
142,09B,JTWC,1976,35.0,41.6,93.0,23.4,150,,,
142,09B,JTWC,1976,35.0,41.6,93.7,24.0,156,,,
143,01B,JTWC,1977,60.0,42.5,84.4,7.6,0,,,
143,01B,JTWC,1977,60.0,42.5,85.2,8.1,6,,,
143,01B,JTWC,1977,60.0,42.5,85.3,9.0,12,,,
143,01B,JTWC,1977,60.0,42.5,84.3,10.2,18,,,
143,01B,JTWC,1977,60.0,42.5,83.7,11.5,24,,,
143,01B,JTWC,1977,60.0,42.5,84.3,12.6,30,,,
143,01B,JTWC,1977,60.0,42.5,84.9,13.5,36,,,
143,01B,JTWC,1977,60.0,42.5,85.5,14.2,42,,,
143,01B,JTWC,1977,60.0,42.5,86.1,14.9,48,,,
143,01B,JTWC,1977,60.0,42.5,86.7,16.0,54,,,
143,01B,JTWC,1977,60.0,42.5,87.4,17.1,60,,,
143,01B,JTWC,1977,60.0,42.5,88.0,18.0,66,,,
143,01B,JTWC,1977,60.0,42.5,88.6,18.8,72,,,
143,01B,JTWC,1977,60.0,42.5,89.2,19.9,78,,,
143,01B,JTWC,1977,60.0,42.5,89.8,21.0,84,,,
143,01B,JTWC,1977,60.0,42.5,90.2,21.5,90,,,
143,01B,JTWC,1977,60.0,42.5,90.5,22.0,96,,,
143,01B,JTWC,1977,60.0,42.5,90.6,22.9,102,,,
143,01B,JTWC,1977,60.0,42.5,90.6,24.0,108,,,
144,03B,JTWC,1979,65.0,41.6,90.1,21.0,0,,,
