Storm Number,Storm Name,Data Source,Storm Year,Max Wind Speed (kt),Max Radius (km),x,y,Hours from First Observation,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,17.0,51,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,17.5,54,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,18.0,57,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,19.0,60,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,87.5,19.5,66,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.0,20.5,72,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,88.5,21.5,75,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,89.0,22.0,78,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,90.0,22.5,84,,,
165,NOT NAMED,JTWC,1998,65.0,41.4,90.5,23.0,99,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,92.5,13.5,3,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,91.5,14.0,6,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,90.0,15.0,12,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,89.5,15.2,18,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,89.0,15.3,21,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,88.5,15.5,24,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,88.5,16.0,27,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,88.0,16.5,30,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,87.5,17.0,33,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,17.5,36,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.0,17.6,39,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.0,17.6,42,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.0,17.7,45,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.0,17.7,48,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.5,18.0,51,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,18.0,54,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,18.5,57,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,19.0,60,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,19.0,63,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,19.2,66,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,19.5,72,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,20.5,75,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,20.5,78,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,85.0,20.5,81,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,21.5,84,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,21.0,87,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,22.5,90,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,23.0,93,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,23.0,96,,,
166,NOT NAMED,JTWC,1999,90.0,41.4,86.5,23.5,99,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,98.5,12.0,6,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,98.5,12.5,9,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,98.0,12.5,12,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,98.0,12.5,18,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,96.5,13.5,24,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,95.5,13.5,27,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,95.0,13.5,30,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,94.5,14.0,33,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,94.0,14.5,36,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,93.5,15.0,39,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,93.5,15.0,42,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,93.0,15.0,45,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,93.0,15.5,48,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,92.0,16.0,51,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,91.5,16.5,54,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,91.0,16.5,57,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,90.5,17.0,60,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,90.5,17.0,63,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,90.5,17.0,66,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,90.0,17.0,69,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,90.0,17.5,72,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,89.0,18.0,75,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,88.5,18.0,78,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,88.0,18.5,81,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,88.0,18.5,84,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,87.5,19.0,87,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,87.0,19.3,90,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,87.2,19.3,93,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,87.0,19.6,96,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.7,19.9,99,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,102,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,108,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,114,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,120,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,123,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,126,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,132,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,138,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,86.0,20.5,144,,,
167,NOT NAMED,JTWC,1999,140.0,41.9,87.0,21.0,147,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,93.0,13.5,9,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,92.5,14.0,12,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,92.0,14.5,18,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,91.5,15.0,24,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,90.5,15.5,27,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,90.5,16.5,30,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,89.5,16.5,36,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,89.0,17.0,42,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,17.5,48,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,18.0,51,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,18.5,54,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,19.0,60,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,20.5,66,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,88.5,21.0,69,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,89.0,21.5,72,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,89.0,22.5,75,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,89.5,23.0,78,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,90.5,23.5,84,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,93.0,24.0,90,,,
168,NOT NAMED,JTWC,2000,35.0,41.4,94.0,24.0,96,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,82.5,12.0,3,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,82.5,12.0,6,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,82.5,12.0,12,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,82.5,12.5,18,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,82.5,13.5,24,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,83.0,14.0,27,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,83.5,14.5,30,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,84.0,15.0,33,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,84.5,16.0,36,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,84.0,16.0,39,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,84.0,16.0,42,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,84.0,16.5,45,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,86.5,19.0,48,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,87.0,20.0,51,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,87.5,21.0,54,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,88.5,22.5,57,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,90.0,24.0,60,,,
169,NOT NAMED,JTWC,2002,55.0,41.4,91.5,25.0,63,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.0,3,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.0,6,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.0,9,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.5,12,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.5,15,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,15.5,18,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,16.0,21,,,
170,AKASH,JTWC,2007,45.0,41.4,90.5,16.0,24,,,
170,AKASH,JTWC,2007,45.0,41.4,91.0,16.5,27,,,
170,AKASH,JTWC,2007,45.0,41.4,91.0,17.0,30,,,
170,AKASH,JTWC,2007,45.0,41.4,91.5,18.0,33,,,
170,AKASH,JTWC,2007,45.0,41.4,91.5,19.0,36,,,
170,AKASH,JTWC,2007,45.0,41.4,91.5,19.5,39,,,
170,AKASH,JTWC,2007,45.0,41.4,92.0,20.0,42,,,
170,AKASH,JTWC,2007,45.0,41.4,92.0,21.0,45,,,
171,SIDR,BMD,2007,115.0,41.4,89.6,13.0,0,,,
171,SIDR,BMD,2007,115.0,41.4,89.4,14.3,12,,,
171,SIDR,BMD,2007,115.0,41.4,89.3,15.0,18,,,
171,SIDR,BMD,2007,115.0,41.4,89.2,15.8,24,,,
171,SIDR,BMD,2007,115.0,41.4,89.2,16.6,30,,,
171,SIDR,BMD,2007,115.0,41.4,89.2,17.8,36,,,
171,SIDR,BMD,2007,115.0,41.4,89.2,19.4,42,,,
171,SIDR,BMD,2007,115.0,41.4,89.4,21.0,48,,,
171,SIDR,BMD,2007,115.0,41.4,90.2,22.6,54,,,
171,SIDR,BMD,2007,115.0,41.4,91.0,24.3,60,,,
171,SIDR,BMD,2007,115.0,41.4,91.0,25.5,66,,,
172,RASHMI,JTWC,2008,45.0,41.6,86.5,16.5,3,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.0,17.0,9,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.0,17.5,12,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.0,18.0,18,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.0,18.0,24,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.5,18.5,27,,,
172,RASHMI,JTWC,2008,45.0,41.6,87.5,18.5,33,,,
172,RASHMI,JTWC,2008,45.0,41.6,88.0,19.5,36,,,
172,RASHMI,JTWC,2008,45.0,41.6,88.5,20.5,39,,,
172,RASHMI,JTWC,2008,45.0,41.6,89.0,21.0,42,,,
172,RASHMI,JTWC,2008,45.0,41.6,89.5,21.5,45,,,
172,RASHMI,JTWC,2008,45.0,41.6,90.0,22.5,48,,,
172,RASHMI,JTWC,2008,45.0,41.6,91.0,23.0,51,,,
173,AILA,BMD,2009,60.0,41.6,88.0,16.0,0,,,
173,AILA,BMD,2009,60.0,41.6,88.0,16.5,6,,,
173,AILA,BMD,2009,60.0,41.6,88.0,16.7,12,,,
173,AILA,BMD,2009,60.0,41.6,88.3,17.2,15,,,
173,AILA,BMD,2009,60.0,41.6,88.6,17.8,21,,,
173,AILA,BMD,2009,60.0,41.6,88.6,17.8,24,,,
173,AILA,BMD,2009,60.0,41.6,88.6,18.3,27,,,
173,AILA,BMD,2009,60.0,41.6,88.6,18.6,30,,,
173,AILA,BMD,2009,60.0,41.6,88.6,18.8,33,,,
173,AILA,BMD,2009,60.0,41.6,88.6,19.2,36,,,
173,AILA,BMD,2009,60.0,41.6,88.6,19.4,39,,,
173,AILA,BMD,2009,60.0,41.6,88.6,20.0,42,,,
173,AILA,BMD,2009,60.0,41.6,88.2,20.8,45,,,
173,AILA,BMD,2009,60.0,41.6,88.3,21.6,51,,,
173,AILA,BMD,2009,60.0,41.6,88.2,22.9,57,,,
173,AILA,BMD,2009,60.0,41.6,88.5,24.2,63,,,
173,AILA,BMD,2009,60.0,41.6,88.3,26.3,75,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,21.5,3,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,21.5,6,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,22.0,12,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,22.5,18,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,22.5,24,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,89.0,22.5,27,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,88.5,22.8,30,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,88.0,23.0,36,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,88.0,23.0,42,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,87.5,23.0,48,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,87.0,23.0,51,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,87.0,23.0,54,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,87.0,23.0,60,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,86.5,23.0,66,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,86.0,23.0,72,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,85.5,23.5,75,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,85.5,23.5,78,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,85.0,23.5,84,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,84.5,23.5,90,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,84.0,23.5,96,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,83.5,23.7,99,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,83.5,23.7,102,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,83.0,24.0,108,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,83.0,24.0,114,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,82.5,24.5,120,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,82.0,24.5,123,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,81.5,24.5,126,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,81.0,24.5,132,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,81.0,24.5,138,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,80.5,24.5,144,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,80.0,24.5,147,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,80.0,24.5,150,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,79.1,24.5,156,,,
174,NOT NAMED,JTWC,2011,35.0,41.6,78.5,24.5,162,,,
175,VIYARU,JTWC,2013,45.0,41.6,92.0,5.0,9,,,
175,VIYARU,JTWC,2013,45.0,41.6,92.0,5.5,12,,,
175,VIYARU,JTWC,2013,45.0,41.6,91.5,6.0,18,,,
175,VIYARU,JTWC,2013,45.0,41.6,91.0,6.5,24,,,
175,VIYARU,JTWC,2013,45.0,41.6,90.5,7.0,27,,,
175,VIYARU,JTWC,2013,45.0,41.6,90.5,7.5,30,,,
175,VIYARU,JTWC,2013,45.0,41.6,90.0,7.5,33,,,
175,VIYARU,JTWC,2013,45.0,41.6,89.5,8.0,36,,,
175,VIYARU,JTWC,2013,45.0,41.6,89.0,8.5,39,,,
175,VIYARU,JTWC,2013,45.0,41.6,89.0,9.0,42,,,
175,VIYARU,JTWC,2013,45.0,41.6,88.5,9.5,45,,,
175,VIYARU,JTWC,2013,45.0,41.6,88.0,10.0,48,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.5,10.0,51,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.5,10.0,54,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.0,10.5,57,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.0,10.5,60,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,10.5,63,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,11.0,66,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,11.0,69,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,11.5,72,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,12.0,75,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,12.0,78,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.0,12.0,81,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.0,12.0,84,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.0,12.5,87,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,12.5,90,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,13.0,93,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,13.5,96,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,13.5,99,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,14.0,102,,,
175,VIYARU,JTWC,2013,45.0,41.6,85.5,14.0,105,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.0,14.5,108,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.0,14.5,111,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,15.0,114,,,
175,VIYARU,JTWC,2013,45.0,41.6,86.5,15.5,117,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.0,16.0,120,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.0,16.5,123,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.5,17.0,126,,,
175,VIYARU,JTWC,2013,45.0,41.6,87.5,17.5,129,,,
175,VIYARU,JTWC,2013,45.0,41.6,88.0,18.0,132,,,
175,VIYARU,JTWC,2013,45.0,41.6,88.5,18.5,135,,,
175,VIYARU,JTWC,2013,45.0,41.6,88.5,19.0,138,,,
175,VIYARU,JTWC,2013,45.0,41.6,89.0,19.5,141,,,
175,VIYARU,JTWC,2013,45.0,41.6,89.5,20.0,144,,,
175,VIYARU,JTWC,2013,45.0,41.6,90.0,21.0,147,,,
175,VIYARU,JTWC,2013,45.0,41.6,91.0,22.5,150,,,
175,VIYARU,JTWC,2013,45.0,41.6,92.0,23.5,153,,,
175,VIYARU,JTWC,2013,45.0,41.6,92.5,24.0,156,,,
175,VIYARU,JTWC,2013,45.0,41.6,93.5,25.0,162,,,
176,PHAILIN,JTWC,2013,115.0,41.6,96.0,12.0,3,,,
176,PHAILIN,JTWC,2013,115.0,41.6,95.5,12.0,6,,,
176,PHAILIN,JTWC,2013,115.0,41.6,94.5,12.0,12,,,
176,PHAILIN,JTWC,2013,115.0,41.6,94.0,12.5,18,,,
176,PHAILIN,JTWC,2013,115.0,41.6,93.5,13.0,24,,,
176,PHAILIN,JTWC,2013,115.0,41.6,93.5,13.0,27,,,
176,PHAILIN,JTWC,2013,115.0,41.6,93.0,13.0,30,,,
176,PHAILIN,JTWC,2013,115.0,41.6,92.5,13.5,33,,,
176,PHAILIN,JTWC,2013,115.0,41.6,92.5,13.5,36,,,
176,PHAILIN,JTWC,2013,115.0,41.6,92.5,13.6,39,,,
176,PHAILIN,JTWC,2013,115.0,41.6,92.0,14.0,42,,,
176,PHAILIN,JTWC,2013,115.0,41.6,92.0,14.0,45,,,
176,PHAILIN,JTWC,2013,115.0,41.6,91.5,14.5,48,,,
176,PHAILIN,JTWC,2013,115.0,41.6,91.0,14.5,51,,,
176,PHAILIN,JTWC,2013,115.0,41.6,90.5,15.0,54,,,
176,PHAILIN,JTWC,2013,115.0,41.6,90.5,15.0,57,,,
176,PHAILIN,JTWC,2013,115.0,41.6,90.0,15.5,60,,,
176,PHAILIN,JTWC,2013,115.0,41.6,90.0,15.5,63,,,
176,PHAILIN,JTWC,2013,115.0,41.6,89.5,15.5,66,,,
176,PHAILIN,JTWC,2013,115.0,41.6,89.0,15.5,69,,,
176,PHAILIN,JTWC,2013,115.0,41.6,88.5,16.0,72,,,
176,PHAILIN,JTWC,2013,115.0,41.6,88.5,16.0,75,,,
176,PHAILIN,JTWC,2013,115.0,41.6,88.3,16.2,78,,,
176,PHAILIN,JTWC,2013,115.0,41.6,88.0,16.5,81,,,
176,PHAILIN,JTWC,2013,115.0,41.6,87.7,16.8,84,,,
176,PHAILIN,JTWC,2013,115.0,41.6,87.2,16.9,87,,,
176,PHAILIN,JTWC,2013,115.0,41.6,87.0,17.0,90,,,
176,PHAILIN,JTWC,2013,115.0,41.6,86.8,17.1,93,,,
176,PHAILIN,JTWC,2013,115.0,41.6,86.5,17.5,96,,,
176,PHAILIN,JTWC,2013,115.0,41.6,86.0,17.8,99,,,
176,PHAILIN,JTWC,2013,115.0,41.6,85.7,18.1,102,,,
176,PHAILIN,JTWC,2013,115.0,41.6,85.4,18.6,105,,,
176,PHAILIN,JTWC,2013,115.0,41.6,85.2,18.7,108,,,
176,PHAILIN,JTWC,2013,115.0,41.6,85.2,19.1,111,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.8,19.5,114,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.5,20.0,117,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.5,20.5,120,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.0,21.0,123,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.0,21.5,126,,,
176,PHAILIN,JTWC,2013,115.0,41.6,83.8,21.8,129,,,
176,PHAILIN,JTWC,2013,115.0,41.6,83.8,22.5,132,,,
176,PHAILIN,JTWC,2013,115.0,41.6,83.5,23.0,138,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.0,23.5,144,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.1,24.0,147,,,
176,PHAILIN,JTWC,2013,115.0,41.6,84.2,24.5,150,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.8,22.0,0,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.8,22.0,3,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,6,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,12,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,18,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,24,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,27,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,30,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,36,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,42,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,48,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.5,22.0,51,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.3,21.8,54,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.2,21.5,60,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.6,21.3,66,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.0,21.0,72,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.0,21.1,75,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.1,21.2,78,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,21.5,84,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,21.6,90,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,21.7,96,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,22.0,99,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,22.2,102,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,22.3,105,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.4,22.4,108,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.3,22.6,111,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.1,22.8,114,,,
177,KOMEN,JTWC,2015,40.0,41.6,91.0,23.0,117,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.0,23.1,120,,,
177,KOMEN,JTWC,2015,40.0,41.6,90.0,23.1,123,,,
177,KOMEN,JTWC,2015,40.0,41.6,89.8,23.1,126,,,
177,KOMEN,JTWC,2015,40.0,41.6,89.5,23.1,132,,,
177,KOMEN,JTWC,2015,40.0,41.6,89.4,23.1,138,,,
177,KOMEN,JTWC,2015,40.0,41.6,89.2,23.2,144,,,
177,KOMEN,JTWC,2015,40.0,41.6,89.2,23.2,147,,,
177,KOMEN,JTWC,2015,40.0,41.6,88.8,23.5,150,,,
177,KOMEN,JTWC,2015,40.0,41.6,88.4,23.8,156,,,
177,KOMEN,JTWC,2015,40.0,41.6,87.5,23.8,162,,,
177,KOMEN,JTWC,2015,40.0,41.6,86.7,23.8,168,,,
177,KOMEN,JTWC,2015,40.0,41.6,86.0,23.5,171,,,
177,KOMEN,JTWC,2015,40.0,41.6,85.7,23.3,174,,,
177,KOMEN,JTWC,2015,40.0,41.6,85.5,23.1,177,,,
178,Roanu,JTWC,2016,45.0,41.6,81.0,11.0,3,,,
178,Roanu,JTWC,2016,45.0,41.6,80.9,11.3,6,,,
178,Roanu,JTWC,2016,45.0,41.6,80.7,12.0,12,,,
178,Roanu,JTWC,2016,45.0,41.6,80.7,12.5,18,,,
178,Roanu,JTWC,2016,45.0,41.6,80.8,13.0,24,,,
178,Roanu,JTWC,2016,45.0,41.6,81.0,13.3,27,,,
178,Roanu,JTWC,2016,45.0,41.6,81.0,13.8,30,,,
178,Roanu,JTWC,2016,45.0,41.6,81.0,14.4,36,,,
178,Roanu,JTWC,2016,45.0,41.6,81.0,14.4,42,,,
178,Roanu,JTWC,2016,45.0,41.6,81.4,15.1,48,,,
178,Roanu,JTWC,2016,45.0,41.6,81.6,15.6,51,,,
178,Roanu,JTWC,2016,45.0,41.6,81.6,15.6,54,,,
178,Roanu,JTWC,2016,45.0,41.6,81.6,15.6,57,,,
178,Roanu,JTWC,2016,45.0,41.6,81.9,16.0,60,,,
178,Roanu,JTWC,2016,45.0,41.6,82.2,16.2,63,,,
178,Roanu,JTWC,2016,45.0,41.6,82.6,16.4,66,,,
178,Roanu,JTWC,2016,45.0,41.6,82.8,16.8,69,,,
178,Roanu,JTWC,2016,45.0,41.6,83.3,17.2,72,,,
178,Roanu,JTWC,2016,45.0,41.6,84.2,18.0,75,,,
178,Roanu,JTWC,2016,45.0,41.6,84.6,18.4,78,,,
178,Roanu,JTWC,2016,45.0,41.6,85.0,18.8,81,,,
178,Roanu,JTWC,2016,45.0,41.6,86.5,19.7,84,,,
178,Roanu,JTWC,2016,45.0,41.6,87.1,20.1,87,,,
178,Roanu,JTWC,2016,45.0,41.6,87.7,20.4,90,,,
178,Roanu,JTWC,2016,45.0,41.6,88.4,20.7,93,,,
178,Roanu,JTWC,2016,45.0,41.6,94.7,24.5,96,,,
